Course.exam,TermCD,SchoolYear,CourseSchoolDBN,Table,CourseTitle,Mark,Mark.1,NumericEquivalent,Credits,CreditEarned,CreditEarned.1,Term.Average.Display,Credits.Total,Credit.Earned.Total,Credits.Average,StudentID,Credits.Total.1,Credit.Earned.Total.1,Cumulative.Term.Average1,Credits.Average.1
Course,1,2018,30Q258,FSS64,SPANISH II   2 OF 2,86, ,86,1,0,1,,,,,208929472,,,,
Course,1,2018,30Q258,HES11,ECONOMICS,80, ,80,1,0,1,,,,,208929472,,,,
Course,1,2018,30Q258,MQS11S,MAT 115 Skills Lab,P,*,,0,0,0,,,,,208929472,,,,
Course,1,2018,30Q258,MQS11U**,MAT 115 - College Al,D, ,65,1,0,1,,,,,208929472,,,,
Course,1,2018,30Q258,PPS87,PHYS ED,94, ,94,0.5,0,0.5,,,,,208929472,,,,
Course,1,2018,30Q258,RQS43T,CDOS Career Studies ,87, ,87,0.5,0,0.5,,,,,208929472,,,,
Course,1,2018,30Q258,SPS21,PHYSICS  1 OF 2,78, ,78,1,0,1,,,,,208929472,,,,
Course,1,2018,30Q258,SPS21QL,PHYSICS  LAB 1 OF 2,P,*,,0,0,0,82.42857143,7,7,7,208929472,,,,
Course,2,2017,30Q258,ALS11,Advanced Art Portfol,78, ,78,1,0,1,,,,,208929472,,,,
Course,2,2017,30Q258,EES88U,ENG 101 - English 12,C, ,75,1,0,1,,,,,208929472,,,,
Course,2,2017,30Q258,FSS62QA,Heritage Spanish 2,75, ,75,1,0,1,,,,,208929472,,,,
Course,2,2017,30Q258,HUS22,US HISTORY 2 OF 2,73, ,73,1,0,1,,,,,208929472,,,,
Course,2,2017,30Q258,MRS22,CC Algebra II 2 of 2,73, ,73,1,0,1,,,,,208929472,,,,
Course,2,2017,30Q258,PPS86,PHYS ED,93, ,93,0.5,0,0.5,,,,,208929472,,,,
Course,2,2017,30Q258,RQS42T,College and Career F,71, ,71,0.5,0,0.5,,,,,208929472,,,,
Course,2,2017,30Q258,SES22,EARTH SCIENCE 2 OF 2,81, ,81,1,0,1,,,,,208929472,,,,
Course,2,2017,30Q258,SES22QL,EARTH SCIENCE LAB 2 ,P,*,,0,0,0,76.71428571,7,7,7,208929472,,,,
Course,1,2017,30Q258,ANS22,STUDIO ART II,88, ,88,1,0,1,,,,,208929472,,,,
Course,1,2017,30Q258,EES87,ENGLISH 12 1 OF 2,79, ,79,1,0,1,,,,,208929472,,,,
Course,1,2017,30Q258,FSS61QA,Heritage Spanish 1,86, ,86,1,0,1,,,,,208929472,,,,
Course,1,2017,30Q258,HUS21,US HISTORY 1 OF 2,77, ,77,1,0,1,,,,,208929472,,,,
Course,1,2017,30Q258,MRS21,CC Algebra II 1 of 2,73, ,73,1,0,1,,,,,208929472,,,,
Course,1,2017,30Q258,PPS85,PHYS ED,90, ,90,0.5,0,0.5,,,,,208929472,,,,
Course,1,2017,30Q258,RQS41T,College and Career F,99, ,99,0.5,0,0.5,,,,,208929472,,,,
Course,1,2017,30Q258,SES21,EARTH SCIENCE 1 OF 2,86, ,86,1,0,1,,,,,208929472,,,,
Course,1,2017,30Q258,SES21QL,EARTH SCIENCE LAB 1 ,P,*,,0,0,0,83.35714286,7,7,7,208929472,,,,
Course,2,2016,30Q258,EES86,ENGLISH 11 2 OF 2,75, ,75,1,0,1,,,,,208929472,,,,
Course,2,2016,30Q258,HBS11U**,HUP 102 - Critical T,A-, ,93,0.5,0,0.5,,,,,208929472,,,,
Course,2,2016,30Q258,HGS43,GLOBAL STUDIES 10 1 ,78, ,78,1,0,1,,,,,208929472,,,,
Course,2,2016,30Q258,HGS44,GLOBAL STUDIES 10 2 ,78, ,78,1,0,1,,,,,208929472,,,,
Course,2,2016,30Q258,MGS22,CC Geometry 2 of 2,90, ,90,1,0,1,,,,,208929472,,,,
Course,2,2016,30Q258,PPS84,PHYS ED,91, ,91,0.5,0,0.5,,,,,208929472,,,,
Course,2,2016,30Q258,RZS22T,WORK BASED LEARNING ,76, ,76,1,0,1,,,,,208929472,,,,
Course,2,2016,30Q258,SCS22,CHEMISTRY 2 OF 2,84, ,84,1,0,1,,,,,208929472,,,,
Course,2,2016,30Q258,SCS22QL,CHEMISTRY LAB 2 OF 2,P,*,,0,0,0,82.52142857,7,7,7,208929472,,,,
Course,1,2016,30Q258,EES85,ENGLISH 11 1 OF 2,80, ,80,1,0,1,,,,,208929472,,,,
Course,1,2016,30Q258,HGS41,GLOBAL STUDIES 9 1 O,80, ,80,1,0,1,,,,,208929472,,,,
Course,1,2016,30Q258,HGS42,GLOBAL STUDIES 9 2 O,80, ,80,1,0,1,,,,,208929472,,,,
Course,1,2016,30Q258,MGS21,CC Geometry 1 of 2,90, ,90,1,0,1,,,,,208929472,,,,
Course,1,2016,30Q258,PPS83,PHYS ED,90, ,90,0.5,0,0.5,,,,,208929472,,,,
Course,1,2016,30Q258,SCS21,CHEMISTRY 1 OF 2,83, ,83,1,0,1,,,,,208929472,,,,
Course,1,2016,30Q258,SCS21QL,CHEMISTRY LAB 1 OF 2,P,*,,0,0,0,,,,,208929472,,,,
Course,1,2016,30Q258,SQS11T,Engineering Design P,93, ,93,1,0,1,84.76923077,6.5,6.5,6.5,208929472,,,,
Course,2,2015,30Q258,EES83,ENGLISH 10 1 OF 2,79, ,79,1,0,1,,,,,208929472,,,,
Course,2,2015,30Q258,EES84,ENGLISH 10 2 OF 2,79, ,79,1,0,1,,,,,208929472,,,,
Course,2,2015,30Q258,MES22,INTEGRATED ALGEBRA 2,96, ,96,1,0,1,,,,,208929472,,,,
Course,2,2015,30Q258,MQS11P,Math Lab,CR,*,,0,0,0,,,,,208929472,,,,
Course,2,2015,30Q258,PHS22,HEALTH 2 of 2,98, ,98,0.5,0,0.5,,,,,208929472,,,,
Course,2,2015,30Q258,PPS82,PHYS ED,95, ,95,0.5,0,0.5,,,,,208929472,,,,
Course,2,2015,30Q258,RZS21T,WORK BASED LEARNING ,93, ,93,1,0,1,,,,,208929472,,,,
Course,2,2015,30Q258,SLS22,LIVING ENV 2 OF 2,83, ,83,1,0,1,,,,,208929472,,,,
Course,2,2015,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,CR,*,,0,0,0,,,,,208929472,,,,
Course,2,2015,30Q258,SQS21T,ENGINEERING FOUNDATI,75, ,75,1,0,1,85.92857143,7,7,7,208929472,,,,
Course,1,2015,30Q258,ANS21,STUDIO ART I 1 of 2,90, ,90,1,0,1,,,,,208929472,,,,
Course,1,2015,30Q258,EES81,ENGLISH 9 1 OF 2,77, ,77,1,0,1,,,,,208929472,,,,
Course,1,2015,30Q258,EES82,ENGLISH 9 2 OF 2,77, ,77,1,0,1,,,,,208929472,,,,
Course,1,2015,30Q258,GAS21,Freshman Seminar,CR,*,,0,0,0,,,,,208929472,,,,
Course,1,2015,30Q258,MES21,INTEGRATED ALGEBRA 1,77, ,77,1,0,1,,,,,208929472,,,,
Course,1,2015,30Q258,MKS11,COMPUTER PROGRAMMING,88, ,88,1,0,1,,,,,208929472,,,,
Course,1,2015,30Q258,PHS21,HEALTH 1 of 2,93, ,93,0.5,0,0.5,,,,,208929472,,,,
Course,1,2015,30Q258,PPS81,PHYS ED,95, ,95,0.5,0,0.5,,,,,208929472,,,,
Course,1,2015,30Q258,SLS21,LIVING ENV 1 OF 2,81, ,81,1,0,1,,,,,208929472,,,,
Course,1,2015,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,CR,*,,0,0,0,83.42857143,7,7,7,208929472,,,,
Exam  ,2,2018,30Q258,FXTSE ,SPANISH LOTE,91, ,91,0,0,0,,0,0,0,208929472,,,,
Exam  ,2,2017,30Q258,HXRUE ,USHIST REG JUNE,95, ,95,0,0,0,,,,,208929472,,,,
Exam  ,2,2017,30Q258,MXRNE ,CC ALGEBRA II REG JU,69, ,69,0,0,0,,,,,208929472,,,,
Exam  ,2,2017,30Q258,SXRUE ,PHSET ES R JUN,73, ,73,0,0,0,,0,0,0,208929472,,,,
Exam  ,2,2016,30Q258,EXRCE ,CC ELA REG JUN,83, ,83,0,0,0,,,,,208929472,,,,
Exam  ,2,2016,30Q258,HXRGE ,GLOB HIST REG JUN,89, ,89,0,0,0,,,,,208929472,,,,
Exam  ,2,2016,30Q258,MXRKE ,CC GEOMETRY REG JUN,62, ,62,0,0,0,,,,,208929472,,,,
Exam  ,2,2016,30Q258,SXRXE ,CHEMISTRY R JUNE,68, ,68,0,0,0,,0,0,0,208929472,,,,
Exam  ,2,2015,30Q258,MXRCE ,CC ALGEBRA I REG JUN,77, ,77,0,0,0,,,,,208929472,,,,
Exam  ,2,2015,30Q258,SXRKE ,LIVENVIR R JUNE,88, ,88,0,0,0,,0,0,0,208929472,55.5,54.5,82.42612613,55.5
Course,2,2020,30Q258,ALS11,Advanced Art Portfol,NX,*,,1,0,0,,,,,209800664,,,,
Course,2,2020,30Q258,EES22,Capstone,NX,*,,1,0,0,,,,,209800664,,,,
Course,2,2020,30Q258,MGS22,GEOMETRY 2 OF 2,NX,*,,1,0,0,,,,,209800664,,,,
Course,2,2020,30Q258,MPS22,Pre-Calculus 2 of 2,NX,*,,1,0,0,,4,0,0,209800664,,,,
Course,1,2020,30Q258,ANS21,STUDIO ART I 1 of 2,NX,*,,1,0,0,,,,,209800664,,,,
Course,1,2020,30Q258,EES21,Capstone,NX,*,,1,0,0,,,,,209800664,,,,
Course,1,2020,30Q258,HVS11,PART IN GOVT,NX,*,,1,0,0,,,,,209800664,,,,
Course,1,2020,30Q258,MPS21,Pre-Calculus,NX,*,,1,0,0,,,,,209800664,,,,
Course,1,2020,30Q258,SPS21,PHYSICS  1 OF 2,NX,*,,1,0,0,,,,,209800664,,,,
Course,1,2020,30Q258,SPS21QL,PHYSICS  LAB 1 OF 2,P,*,,0,0,0,,5,0,0,209800664,,,,
Course,7,2019,30Q450,MRF21,CC Alg II T 1/2,NC,*,,1,0,0,,,,,209800664,,,,
Course,7,2019,30Q450,SEF22,Earth Science T 2/2,NC,*,,1,0,0,,2,0,0,209800664,,,,
Course,2,2019,30Q258,EES22,Capstone,NC,*,,1,0,0,,,,,209800664,,,,
Course,2,2019,30Q258,EES83,ENGLISH 10 1 OF 2,NC,*,,1,0,0,,,,,209800664,,,,
Course,2,2019,30Q258,EES84,ENGLISH 10 2 OF 2,NC,*,,1,0,0,,,,,209800664,,,,
Course,2,2019,30Q258,HVS11,PART IN GOVT,NC,*,,1,0,0,,,,,209800664,,,,
Course,2,2019,30Q258,MGS22,GEOMETRY 2 OF 2,NC,*,,1,0,0,,,,,209800664,,,,
Course,2,2019,30Q258,MRS22,ALGEBRA 2 / TRIG 2 O,NC,*,,1,0,0,,,,,209800664,,,,
Course,2,2019,30Q258,SPS22,PHYSICS  2 OF 2,65, ,65,1,0,1,,,,,209800664,,,,
Course,2,2019,30Q258,SPS22QL,PHYSICS LAB 2 OF 2,P,*,,0,0,0,65,7,1,1,209800664,,,,
Course,1,2019,30Q258,AJS21,Photography 1 of 2,65, ,65,1,0,1,,,,,209800664,,,,
Course,1,2019,30Q258,EES21,Capstone,55, ,55,1,0,0,,,,,209800664,,,,
Course,1,2019,30Q258,EES87X,AP English Language ,55, ,55,1,0,0,,,,,209800664,,,,
Course,1,2019,30Q258,HES11,ECONOMICS,68, ,68,1,0,1,,,,,209800664,,,,
Course,1,2019,30Q258,MRS21,ALGEBRA 2 / TRIG 1 O,55, ,55,1,0,0,,,,,209800664,,,,
Course,1,2019,30Q258,PPS87,PHYS ED,81, ,81,0.5,0,0.5,,,,,209800664,,,,
Course,1,2019,30Q258,RQS43T,Technology & Sustain,65, ,65,0.5,0,0.5,,,,,209800664,,,,
Course,1,2019,30Q258,SPS21,PHYSICS  1 OF 2,55, ,55,1,0,0,,,,,209800664,,,,
Course,1,2019,30Q258,SPS21QL,PHYSICS  LAB 1 OF 2,P,*,,0,0,0,60.85714286,7,3,7,209800664,,,,
Course,7,2018,30Q502,MGF21,Geometry Term 1,NS, ,45,1,0,0,,,,,209800664,,,,
Course,7,2018,30Q502,MRF21,Algebra 2/Trig Term ,NS, ,45,1,0,0,,,,,209800664,,,,
Course,7,2018,30Q502,MRF22,Algebra 2/Trig Term ,45, ,45,1,0,0,,,,,209800664,,,,
Course,7,2018,30Q502,PAF11,Aerobic Activities,F,*,55,0.58,0,0,45,3.58,0,3,209800664,,,,
Course,2,2018,30Q258,AUS22,Digital Art 2 of 2,45, ,45,0.5,0,0,,,,,209800664,,,,
Course,2,2018,30Q258,EES88X,AP English Language ,55, ,55,1,0,0,,,,,209800664,,,,
Course,2,2018,30Q258,HVS11,PART IN GOVT,55, ,55,1,0,0,,,,,209800664,,,,
Course,2,2018,30Q258,MRS22,ALGEBRA 2 / TRIG 2 O,55, ,55,1,0,0,,,,,209800664,,,,
Course,2,2018,30Q258,PHS11,HEALTH,65, ,65,1,0,1,,,,,209800664,,,,
Course,2,2018,30Q258,PPS84,PHYS ED,77, ,77,0.5,0,0.5,,,,,209800664,,,,
Course,2,2018,30Q258,PPS86,PHYS ED,80, ,80,0.5,0,0.5,,,,,209800664,,,,
Course,2,2018,30Q258,RQS42T,College and Career F,75, ,75,0.5,0,0.5,,,,,209800664,,,,
Course,2,2018,30Q258,SCS22,CHEMISTRY 2 OF 2,65, ,65,1,0,1,,,,,209800664,,,,
Course,2,2018,30Q258,SCS22QL,CHEMISTRY LAB 2 OF 2,F, ,55,0,0,0,61.92857143,7,3.5,7,209800664,,,,
Course,1,2018,30Q258,ANS21,STUDIO ART I 1 of 2,55, ,55,1,0,0,,,,,209800664,,,,
Course,1,2018,30Q258,AUS21,Digital Art 1 of 2,45, ,45,0.5,0,0,,,,,209800664,,,,
Course,1,2018,30Q258,EES87X,AP English Language ,55, ,55,1,0,0,,,,,209800664,,,,
Course,1,2018,30Q258,HES11,ECONOMICS,55, ,55,1,0,0,,,,,209800664,,,,
Course,1,2018,30Q258,MRS21,ALGEBRA 2 / TRIG 1 O,55, ,55,1,0,0,,,,,209800664,,,,
Course,1,2018,30Q258,PPS83,PHYS ED,69, ,69,0.5,0,0.5,,,,,209800664,,,,
Course,1,2018,30Q258,PPS85,PHYS ED,80, ,80,0.5,0,0.5,,,,,209800664,,,,
Course,1,2018,30Q258,RQS41T,College and Career F,65, ,65,0.5,0,0.5,,,,,209800664,,,,
Course,1,2018,30Q258,SCS21,CHEMISTRY 1 OF 2,55, ,55,1,0,0,,,,,209800664,,,,
Course,1,2018,30Q258,SCS21QL,CHEMISTRY LAB 1 OF 2,F, ,55,0,0,0,57.78571429,7,1.5,7,209800664,,,,
Course,2,2017,30Q258,CHS22,Greek Theater II,69, ,69,0.5,0,0.5,,,,,209800664,,,,
Course,2,2017,30Q258,EES86,ENGLISH 11 2 OF 2,65, ,65,1,0,1,,,,,209800664,,,,
Course,2,2017,30Q258,HGS43,GLOBAL STUDIES 10 1 ,65, ,65,1,0,1,,,,,209800664,,,,
Course,2,2017,30Q258,HGS44,GLOBAL STUDIES 10 2 ,65, ,65,1,0,1,,,,,209800664,,,,
Course,2,2017,30Q258,MGS22,CC Geometry 2 of 2,55, ,55,1,0,0,,,,,209800664,,,,
Course,2,2017,30Q258,PPS84,PHYS ED,55, ,55,0.5,0,0,,,,,209800664,,,,
Course,2,2017,30Q258,RVS22T,Engineering in the W,70, ,70,1,0,1,,,,,209800664,,,,
Course,2,2017,30Q258,SES22,EARTH SCIENCE 2 OF 2,55, ,55,1,0,0,,,,,209800664,,,,
Course,2,2017,30Q258,SES22QL,EARTH SCIENCE LAB 2 ,F, ,55,0,0,0,62.42857143,7,4.5,7,209800664,,,,
Course,1,2017,30Q258,CHS21,Greek Theater I,84, ,84,0.5,0,0.5,,,,,209800664,,,,
Course,1,2017,30Q258,EES85,ENGLISH 11 1 OF 2,76, ,76,1,0,1,,,,,209800664,,,,
Course,1,2017,30Q258,HGS41,GLOBAL STUDIES 9 1 O,73, ,73,1,0,1,,,,,209800664,,,,
Course,1,2017,30Q258,HGS42,GLOBAL STUDIES 9 2 O,73, ,73,1,0,1,,,,,209800664,,,,
Course,1,2017,30Q258,MGS21,CC Geometry 1 of 2,66, ,66,1,0,1,,,,,209800664,,,,
Course,1,2017,30Q258,PPS83,PHYS ED,75, ,75,0.5,0,0.5,,,,,209800664,,,,
Course,1,2017,30Q258,RVS21T,Engineering in the W,81, ,81,1,0,1,,,,,209800664,,,,
Course,1,2017,30Q258,SES21,EARTH SCIENCE 1 OF 2,73, ,73,1,0,1,,,,,209800664,,,,
Course,1,2017,30Q258,SES21QL,EARTH SCIENCE LAB 1 ,P,*,,0,0,0,74.5,7,7,7,209800664,,,,
Course,2,2016,29Q265,EES82H,English 9 term 2 Hon,72, ,72,1,0,1,,,,,209800664,,,,
Course,2,2016,29Q265,EQS21,English Language Art,P,*,,0.75,0,0.75,,,,,209800664,,,,
Course,2,2016,29Q265,FSS62H,Spanish 2 Honors,65, ,65,1,0,1,,,,,209800664,,,,
Course,2,2016,29Q265,GAS82QA,9TH GRADE ADVISORY T,P,*,,0.25,0,0.25,,,,,209800664,,,,
Course,2,2016,29Q265,HUS22H,Us History 2 Honors,90, ,90,1,0,1,,,,,209800664,,,,
Course,2,2016,29Q265,MES22H,Integrated Algebra 2,75, ,75,1,0,1,,,,,209800664,,,,
Course,2,2016,29Q265,PPS72,physical education 2,80,*,80,0.58,0,0.58,,,,,209800664,,,,
Course,2,2016,29Q265,SLS22H,Living Environment 2,65, ,65,1,0,1,,,,,209800664,,,,
Course,2,2016,29Q265,SLS22QL,living environment 2,P,*,,0,0,0,73.4,6.58,6.58,5,209800664,,,,
Course,1,2016,29Q265,EES81H,English 9 term 1 Hon,77, ,77,1,0,1,,,,,209800664,,,,
Course,1,2016,29Q265,FSS61H,Spanish 1 Honors,67, ,67,1,0,1,,,,,209800664,,,,
Course,1,2016,29Q265,GAS81QA,9th grade advisory t,P,*,,0.5,0,0.5,,,,,209800664,,,,
Course,1,2016,29Q265,HUS21H,Us History 1 Honors,80, ,80,1,0,1,,,,,209800664,,,,
Course,1,2016,29Q265,MES11QS,Seminar in Algebra,P,*,,1,0,1,,,,,209800664,,,,
Course,1,2016,29Q265,MES21H,Integrated Algebra 1,70, ,70,1,0,1,,,,,209800664,,,,
Course,1,2016,29Q265,PPS71,Physical Education 1,75,*,75,0.58,0,0.58,,,,,209800664,,,,
Course,1,2016,29Q265,SLS21H,Living Environment 1,75, ,75,1,0,1,,,,,209800664,,,,
Course,1,2016,29Q265,SLS21QL,living environment 1,P,*,,0,0,0,73.8,7.08,7.08,5,209800664,,,,
Exam  ,7,2017,30Q575,SXRUG ,PHSET ES REG AUG,52, ,52,0,0,0,,0,0,0,209800664,,,,
Exam  ,2,2017,30Q258,HXRTE ,GLOBAL TRNS REG JUN,83,*,83,0,0,0,,0,0,0,209800664,,,,
Exam  ,1,2017,30Q258,EXRCR ,CC ELA REG JAN,85, ,85,0,0,0,,0,0,0,209800664,,,,
Exam  ,2,2016,29Q265,HXRUE ,USHIST REG JUNE,78,*,78,0,0,0,,,,,209800664,,,,
Exam  ,2,2016,29Q265,MXRCE ,CC ALGEBRA I REG JUN,69,*,69,0,0,0,,,,,209800664,,,,
Exam  ,2,2016,29Q265,SXRKE ,LIVENVIR R JUNE,77,*,77,0,0,0,,0,0,0,209800664,70.24,34.16,64.45918367,49
Course,2,2020,30Q258,AGS44,Art and Design,90, ,90,0.5,0,0.5,,,,,215792475,,,,
Course,2,2020,30Q258,EES88X,AP English Language ,75, ,75,1,0,1,,,,,215792475,,,,
Course,2,2020,30Q258,FSS62,SPANISH I  2 OF 2,72, ,72,1,0,1,,,,,215792475,,,,
Course,2,2020,30Q258,HBS11U**,HUP 102 - Critical T,A-, ,93,1,0,1,,,,,215792475,,,,
Course,2,2020,30Q258,HUS22X,AP US History,80, ,80,1,0,1,,,,,215792475,,,,
Course,2,2020,30Q258,MPS22,Pre-Calculus 2 of 2,78, ,78,1,0,1,,,,,215792475,,,,
Course,2,2020,30Q258,PPS86,PHYS ED,97, ,97,0.5,0,0.5,,,,,215792475,,,,
Course,2,2020,30Q258,RQS22T,Energy and Sustainab,92, ,92,1,0,1,,,,,215792475,,,,
Course,2,2020,30Q258,SPS22,PHYSICS  2 OF 2,79, ,79,1,0,1,,,,,215792475,,,,
Course,2,2020,30Q258,SPS22QL,PHYSICS LAB 2 OF 2,P,*,,0,0,0,83.975,8,8,8,215792475,,,,
Course,1,2020,30Q258,AGS43,Art and Design 11,80, ,80,0.5,0,0.5,,,,,215792475,,,,
Course,1,2020,30Q258,EES87X,AP English Language ,81, ,81,1,0,1,,,,,215792475,,,,
Course,1,2020,30Q258,FSS61,SPANISH I  1 OF 2,68, ,68,1,0,1,,,,,215792475,,,,
Course,1,2020,30Q258,HUS21X,AP US History,71, ,71,1,0,1,,,,,215792475,,,,
Course,1,2020,30Q258,MPS21,Pre-Calculus,65, ,65,1,0,1,,,,,215792475,,,,
Course,1,2020,30Q258,PPS85,PHYS ED,77, ,77,0.5,0,0.5,,,,,215792475,,,,
Course,1,2020,30Q258,RQS21T,Energy & Sustainabil,76, ,76,1,0,1,,,,,215792475,,,,
Course,1,2020,30Q258,SPS21,PHYSICS  1 OF 2,70, ,70,1,0,1,,,,,215792475,,,,
Course,1,2020,30Q258,SPS21QL,PHYSICS  LAB 1 OF 2,P,*,,0,0,0,72.78571429,7,7,7,215792475,,,,
Course,2,2019,30Q258,AUS22,Digital Art 2 of 2,86, ,86,0.5,0,0.5,,,,,215792475,,,,
Course,2,2019,30Q258,EES86,ENGLISH 11 2 OF 2,83, ,83,1,0,1,,,,,215792475,,,,
Course,2,2019,30Q258,HGS43,GLOBAL STUDIES 10 1 ,85, ,85,1,0,1,,,,,215792475,,,,
Course,2,2019,30Q258,HGS44,GLOBAL STUDIES 10 2 ,85, ,85,1,0,1,,,,,215792475,,,,
Course,2,2019,30Q258,MRS22,ALGEBRA 2 / TRIG 2 O,76, ,76,1,0,1,,,,,215792475,,,,
Course,2,2019,30Q258,PPS84,PHYS ED,93, ,93,0.5,0,0.5,,,,,215792475,,,,
Course,2,2019,30Q258,RVS22T,Engineering in the W,69, ,69,1,0,1,,,,,215792475,,,,
Course,2,2019,30Q258,SWS22X,AP Environmental Sci,81, ,81,1,0,1,,,,,215792475,,,,
Course,2,2019,30Q258,SWS22XL,AP Environmental Sci,P,*,,0,0,0,81.21428571,7,7,7,215792475,,,,
Course,1,2019,30Q258,AUS21,Digital Art 1 of 2,79, ,79,0.5,0,0.5,,,,,215792475,,,,
Course,1,2019,30Q258,EES85,ENGLISH 11 1 OF 2,78, ,78,1,0,1,,,,,215792475,,,,
Course,1,2019,30Q258,HGS41,GLOBAL STUDIES 9 1 O,81, ,81,1,0,1,,,,,215792475,,,,
Course,1,2019,30Q258,HGS42,GLOBAL STUDIES 9 2 O,81, ,81,1,0,1,,,,,215792475,,,,
Course,1,2019,30Q258,MRS21,ALGEBRA 2 / TRIG 1 O,71, ,71,1,0,1,,,,,215792475,,,,
Course,1,2019,30Q258,PPS83,PHYS ED,94, ,94,0.5,0,0.5,,,,,215792475,,,,
Course,1,2019,30Q258,RVS21T,Engineering in the W,87, ,87,1,0,1,,,,,215792475,,,,
Course,1,2019,30Q258,SWS21X,AP Environmental Sci,70, ,70,1,0,1,,,,,215792475,,,,
Course,1,2019,30Q258,SWS21XL,AP Environmental Sci,P,*,,0,0,0,79.21428571,7,7,7,215792475,,,,
Course,2,2018,30Q258,ANS22,STUDIO ART II 2 of 2,74, ,74,1,0,1,,,,,215792475,,,,
Course,2,2018,30Q258,EES83,ENGLISH 10 1 OF 2,79, ,79,1,0,1,,,,,215792475,,,,
Course,2,2018,30Q258,EES84,ENGLISH 10 2 OF 2,79, ,79,1,0,1,,,,,215792475,,,,
Course,2,2018,30Q258,MGS22,GEOMETRY 2 OF 2,71, ,71,1,0,1,,,,,215792475,,,,
Course,2,2018,30Q258,PHS22,HEALTH 2 of 2,84, ,84,0.5,0,0.5,,,,,215792475,,,,
Course,2,2018,30Q258,PPS82,PHYS ED,92, ,92,0.5,0,0.5,,,,,215792475,,,,
Course,2,2018,30Q258,SLS22,LIVING ENV 2 OF 2,80, ,80,1,0,1,,,,,215792475,,,,
Course,2,2018,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,P,*,,0,0,0,,,,,215792475,,,,
Course,2,2018,30Q258,SQS22T,ENGINEERING FOUNDATI,75, ,75,1,0,1,78,7,7,7,215792475,,,,
Course,1,2018,30Q258,ANS21,STUDIO ART I 1 of 2,76, ,76,1,0,1,,,,,215792475,,,,
Course,1,2018,30Q258,EES81,ENGLISH 9 1 OF 2,77, ,77,1,0,1,,,,,215792475,,,,
Course,1,2018,30Q258,EES82,ENGLISH 9 2 OF 2,77, ,77,1,0,1,,,,,215792475,,,,
Course,1,2018,30Q258,MGS21,GEOMETRY 1 OF 2,72, ,72,1,0,1,,,,,215792475,,,,
Course,1,2018,30Q258,PHS21,HEALTH 1 of 2,75, ,75,0.5,0,0.5,,,,,215792475,,,,
Course,1,2018,30Q258,PPS81,PHYS ED,97, ,97,0.5,0,0.5,,,,,215792475,,,,
Course,1,2018,30Q258,SLS21,LIVING ENV 1 OF 2,81, ,81,1,0,1,,,,,215792475,,,,
Course,1,2018,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,P,*,,0,0,0,,,,,215792475,,,,
Course,1,2018,30Q258,SQS21T,ENGINEERING FOUNDATI,72, ,72,1,0,1,77.28571429,7,7,7,215792475,,,,
Course,1,2017,27Q202,MEN11A,ALGEBRA,87, ,87,2,0,2,87,2,2,2,215792475,,,,
Exam  ,2,2020,30Q258,HXRKE ,FRAMEWORK US HIST RE,WA,*,,0,0,0,,,,,215792475,,,,
Exam  ,2,2020,30Q258,SXRPE ,PHYSICS REG JUN,WA,*,,0,0,0,,0,0,0,215792475,,,,
Exam  ,2,2019,30Q258,EXRCE ,CC ELA REG JUN,WA,*,,0,0,0,,,,,215792475,,,,
Exam  ,2,2019,30Q258,HXRCE ,GLOBAL II REG JUN,WA,*,,0,0,0,,,,,215792475,,,,
Exam  ,2,2019,30Q258,MXRKE ,CC GEOMETRY REG JUN,WA,*,,0,0,0,,,,,215792475,,,,
Exam  ,2,2019,30Q258,MXRNE ,CC ALGEBRA II REG JU,WA,*,,0,0,0,,0,0,0,215792475,,,,
Exam  ,2,2018,30Q258,MXRKE ,CC GEOMETRY REG JUN,61,*,61,0,0,0,,,,,215792475,,,,
Exam  ,2,2018,30Q258,SXRKE ,LIVENVIR R JUNE,81,*,81,0,0,0,,0,0,0,215792475,,,,
Exam  ,7,2017,28Q440,SXRUG ,PHSET ES REG AUG,63,*,63,0,0,0,,0,0,0,215792475,,,,
Exam  ,1,2017,27Q202,MXRCE ,CC ALGEBRA I REG JUN,71, ,71,0,0,0,,0,0,0,215792475,45,45,79.22888889,45
Course,2,2020,30Q258,EES22,Capstone,77, ,77,1,52.5,1,,,,,215515670,,,,
Course,2,2020,30Q258,FSS65X,AP Spanish Language ,71, ,71,1,52.5,1,,,,,215515670,,,,
Course,2,2020,30Q258,FSS66X,AP Spanish Language ,71, ,71,1,52.5,1,,,,,215515670,,,,
Course,2,2020,30Q258,HES11,ECONOMICS,85, ,85,1,52.5,1,,,,,215515670,,,,
Course,2,2020,30Q258,PPS88,PHYS ED,98, ,98,0.5,52.5,0.5,,,,,215515670,,,,
Course,2,2020,30Q258,SPS22,PHYSICS  2 OF 2,82, ,82,1,52.5,1,,,,,215515670,,,,
Course,2,2020,30Q258,SPS22QL,PHYSICS LAB 2 OF 2,P,*,,0,52.5,0,79.09090909,5.5,5.5,5.5,215515670,,,,
Course,1,2020,30Q258,EES21,Capstone,78, ,78,1,52.5,1,,,,,215515670,,,,
